params,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_mean,trial_std,rank_mean,rank_std,rank_mean_std
"{'bout_size': 0.05, 'epoch': 100, 'pop_size': 100}",0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075725500214715,0.006075847483262492,0.006075847483262492,0.006075749896824271,5.143256892074533e-08,10.0,11.0,10.0
"{'bout_size': 0.06, 'epoch': 100, 'pop_size': 100}",0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075711586690123,0.006075658821170798,0.006075658821170798,0.006075701033586258,2.224789639828633e-08,7.0,6.0,7.0
"{'bout_size': 0.07, 'epoch': 100, 'pop_size': 100}",0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075630967741112,0.006075707568495926,0.006075707568495926,0.006075646287892075,3.229771409331493e-08,1.0,7.0,1.0
"{'bout_size': 0.08, 'epoch': 100, 'pop_size': 100}",0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.0060756987797098636,0.006075661602952175,0.006075661602952175,0.006075691344358326,1.5675097375580342e-08,4.0,4.0,4.0
"{'bout_size': 0.09, 'epoch': 100, 'pop_size': 100}",0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075937026134819,0.006075758632838772,0.006075758632838772,0.006075901347475611,7.521721797499452e-08,14.0,12.0,14.0
"{'bout_size': 0.1, 'epoch': 100, 'pop_size': 100}",0.006075668153032519,0.006075668153032519,0.006075668153032519,0.006075668153032519,0.006075668153032519,0.006075668153032519,0.006075668153032519,0.006075668153032519,0.0060764168416836606,0.0060764168416836606,0.006075817890762747,3.1567485279013456e-07,12.0,15.0,12.0
"{'bout_size': 0.11, 'epoch': 100, 'pop_size': 100}",0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.0060756902551693396,0.006075741244057158,0.006075741244057158,0.006075700452946904,2.1498802782060414e-08,6.0,5.0,6.0
"{'bout_size': 0.12, 'epoch': 100, 'pop_size': 100}",0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075714055048823,0.006075634214150103,0.006075634214150103,0.00607569808686908,3.36638787188798e-08,5.0,8.0,5.0
"{'bout_size': 0.13, 'epoch': 100, 'pop_size': 100}",0.006075704842051516,0.006075704842051516,0.006075704842051516,0.006075704842051516,0.006075704842051516,0.006075704842051516,0.006075704842051516,0.006075704842051516,0.0060761653322618445,0.0060761653322618445,0.006075796940093581,1.941597206465324e-07,11.0,14.0,11.0
"{'bout_size': 0.14, 'epoch': 100, 'pop_size': 100}",0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075673719595952,0.006075653425838893,0.006075653425838893,0.006075669660844539,8.556599278259597e-09,3.0,2.0,3.0
"{'bout_size': 0.15, 'epoch': 100, 'pop_size': 100}",0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075732603667154,0.006075629547954059,0.006075629547954059,0.006075711992524534,4.3452103903138266e-08,9.0,10.0,9.0
"{'bout_size': 0.16, 'epoch': 100, 'pop_size': 100}",0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075722316318422,0.006075631304871376,0.006075631304871376,0.006075704114029013,3.8373795441857246e-08,8.0,9.0,8.0
"{'bout_size': 0.17, 'epoch': 100, 'pop_size': 100}",0.00607582945442951,0.00607582945442951,0.00607582945442951,0.00607582945442951,0.00607582945442951,0.00607582945442951,0.00607582945442951,0.00607582945442951,0.0060757937052782094,0.0060757937052782094,0.00607582230459925,1.5073165670416766e-08,13.0,3.0,13.0
"{'bout_size': 0.18, 'epoch': 100, 'pop_size': 100}",0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006076015293422548,0.006075630980710197,0.006075630980710197,0.0060759384308800785,1.6204046730474518e-07,15.0,13.0,15.0
"{'bout_size': 0.19, 'epoch': 100, 'pop_size': 100}",0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075659623322933,0.006075667140793848,0.006075667140793848,0.006075661126817116,3.1696440446708218e-09,2.0,1.0,2.0
"{'bout_size': 0.2, 'epoch': 100, 'pop_size': 100}",0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006076948680677959,0.006075631757367848,0.006075631757367848,0.006076685296015936,5.552636218292001e-07,16.0,16.0,16.0
